Applicant_Income,Loan_Amount,Credit_Score,Debt_to_Income_Ratio,Employment_History,Previous_Defaults,Loan_Term,Interest_Rate,Loan_Purpose,Marital_Status,Number_of_Dependents,Residence_Status,Bankruptcies,Annual_Expenses,Co-Applicant_Income,Education_Level,Self_Employed,Home_Ownership,Credit_History_Length,Missed_Payments,Loan_Application_Type,Monthly_Installment,Employment_Type,State,Default
98131,5066,485,0.71,39,4,12,14.64,Home Improvement,Widowed,4,Rented,2,96229,67141,High School,0,Rent,16,2,Individual,4443,Salaried,GA,0
148335,12533,560,0.41,2,1,48,12.32,Business,Divorced,2,Rented,0,11358,36599,Master's,0,Mortgage,14,2,Joint,4211,Self-Employed,NC,0
21969,20103,827,0.3,32,1,12,7.11,Personal,Widowed,3,Owned,0,53579,19016,Master's,0,Own,7,0,Individual,1520,Retired,MI,0
63753,9616,572,0.73,12,2,24,11.42,Personal,Married,0,Owned,2,10212,25342,High School,0,Mortgage,28,6,Joint,1116,Unemployed,IL,1
102811,43498,459,0.7,20,4,36,14.14,Personal,Widowed,0,Mortgaged,2,83278,70407,High School,0,Mortgage,6,3,Individual,4609,Self-Employed,OH,0
24470,48492,523,0.21,36,4,48,9.24,Education,Single,4,Mortgaged,2,96513,88666,Bachelor's,0,Mortgage,17,8,Individual,1264,Salaried,NC,0
141863,16772,555,0.12,15,3,48,8.27,Education,Single,0,Owned,1,40487,13437,High School,1,Own,29,4,Joint,1848,Retired,GA,0
30225,28849,479,0.16,20,2,48,9.41,Personal,Divorced,4,Owned,2,72144,63777,Master's,0,Mortgage,23,4,Joint,438,Retired,PA,0
127860,17940,319,0.3,12,2,12,6.39,Home Improvement,Divorced,0,Rented,1,45712,39410,High School,0,Own,15,8,Joint,2302,Unemployed,NY,0
143008,21932,767,0.78,3,0,48,13.84,Business,Divorced,0,Rented,2,38539,54743,PhD,0,Mortgage,10,0,Joint,4617,Unemployed,NY,0
127510,34769,509,0.49,30,3,12,12.47,Business,Divorced,4,Rented,2,50448,43844,Master's,0,Mortgage,25,5,Individual,591,Unemployed,MI,1
128295,29648,812,0.36,8,1,60,11.32,Education,Widowed,3,Rented,1,81752,57865,High School,0,Own,17,7,Joint,137,Retired,OH,1
43196,37966,357,0.72,32,0,60,9.86,Medical,Widowed,0,Rented,1,79275,15381,High School,0,Own,2,0,Individual,3350,Unemployed,GA,1
125823,32777,392,0.42,36,2,12,14.62,Personal,Married,1,Mortgaged,0,89866,54155,High School,0,Rent,23,9,Individual,3322,Unemployed,IL,0
33669,37567,520,0.32,36,1,60,6.22,Medical,Married,2,Rented,0,75376,7324,Master's,0,Rent,17,8,Joint,4851,Retired,CA,1
57380,22174,531,0.76,23,4,24,6.04,Business,Divorced,4,Owned,0,32579,26270,High School,0,Rent,13,7,Individual,2658,Self-Employed,PA,0
144398,47598,663,0.69,24,3,24,5.53,Education,Widowed,0,Mortgaged,1,35578,8453,High School,0,Mortgage,18,5,Joint,1039,Salaried,CA,0
130677,18798,673,0.69,28,2,60,11.77,Education,Divorced,3,Rented,2,19441,47213,PhD,0,Rent,19,8,Joint,2867,Salaried,CA,0
135886,22558,755,0.46,39,4,36,12.47,Education,Married,1,Rented,1,90957,42758,Bachelor's,0,Rent,2,2,Individual,1523,Salaried,NY,1
146753,49237,387,0.65,35,2,12,9.96,Education,Widowed,4,Rented,2,32546,41460,PhD,0,Rent,29,3,Joint,2557,Self-Employed,IL,0
68320,5178,319,0.23,14,1,60,10.65,Education,Divorced,1,Owned,2,24081,40800,Bachelor's,1,Mortgage,2,2,Individual,4428,Retired,FL,0
67414,25470,313,0.5,17,0,12,6.86,Personal,Single,2,Rented,2,17877,92172,PhD,0,Rent,18,4,Individual,1309,Retired,FL,0
123542,22118,432,0.79,19,1,60,3.0,Medical,Married,3,Owned,0,38982,77886,High School,0,Own,7,0,Joint,3019,Salaried,CA,0
35577,27616,333,0.3,4,3,24,5.67,Business,Single,4,Owned,1,33050,61277,High School,0,Mortgage,10,0,Joint,4934,Self-Employed,CA,1
145354,5798,507,0.66,17,3,36,9.8,Business,Single,4,Rented,1,61855,46432,Master's,0,Mortgage,4,1,Joint,3368,Unemployed,NC,1
108009,12601,498,0.44,39,2,12,12.66,Education,Widowed,0,Rented,0,75620,57170,Master's,0,Own,4,0,Individual,3836,Unemployed,NY,1
146365,30363,454,0.13,0,1,36,12.21,Education,Single,1,Mortgaged,2,99877,63575,PhD,0,Rent,24,2,Joint,1486,Unemployed,NY,0
75409,7795,377,0.63,18,0,24,4.74,Education,Single,4,Mortgaged,0,14866,49732,PhD,0,Rent,21,1,Individual,962,Salaried,CA,0
48625,36926,471,0.22,22,3,48,3.14,Home Improvement,Divorced,1,Mortgaged,2,88228,21653,Bachelor's,0,Own,1,9,Individual,2138,Salaried,NC,0
101040,42356,588,0.54,25,0,48,13.13,Business,Widowed,2,Owned,0,13114,22293,Master's,0,Rent,2,6,Individual,2357,Retired,PA,0
44089,12297,844,0.16,28,4,12,3.44,Education,Divorced,0,Rented,1,67029,84059,PhD,0,Rent,10,7,Individual,4170,Salaried,TX,0
56487,8084,719,0.76,33,2,24,7.42,Medical,Divorced,2,Mortgaged,0,13672,51344,High School,0,Rent,15,1,Individual,3107,Salaried,PA,0
85838,35329,306,0.3,18,0,12,3.68,Home Improvement,Divorced,0,Owned,1,39179,22366,PhD,0,Mortgage,12,3,Individual,2643,Unemployed,IL,0
116999,16110,459,0.26,17,2,12,9.55,Personal,Widowed,0,Mortgaged,2,15924,60806,Bachelor's,0,Own,3,7,Individual,1028,Self-Employed,TX,0
130448,5731,539,0.19,1,4,12,7.04,Home Improvement,Married,1,Mortgaged,0,52423,19600,Master's,0,Rent,4,9,Joint,2278,Retired,OH,0
114795,6129,722,0.76,26,0,36,5.03,Home Improvement,Widowed,0,Rented,0,36150,92093,Master's,0,Own,9,0,Individual,535,Self-Employed,NY,0
70138,33022,835,0.6,5,0,60,9.94,Home Improvement,Divorced,2,Rented,0,80547,6278,High School,1,Mortgage,14,7,Joint,3005,Salaried,CA,0
62823,6605,369,0.62,38,4,24,7.04,Medical,Married,2,Owned,0,66482,86252,Master's,0,Rent,10,7,Individual,2312,Unemployed,MI,1
57208,16970,515,0.45,5,1,36,4.58,Business,Single,2,Rented,1,39994,1735,Master's,0,Own,10,1,Joint,2218,Retired,TX,1
74061,48705,403,0.43,5,0,60,11.25,Education,Married,1,Mortgaged,1,22308,76547,Bachelor's,0,Mortgage,5,2,Joint,1407,Unemployed,GA,0
50659,49130,353,0.18,30,0,12,12.96,Medical,Widowed,1,Owned,0,39705,53095,Master's,1,Mortgage,11,8,Joint,268,Self-Employed,MI,1
149824,34265,629,0.49,39,3,48,5.92,Medical,Divorced,3,Owned,1,94572,71242,PhD,0,Own,29,9,Joint,519,Unemployed,FL,0
121376,37330,502,0.27,29,1,36,4.83,Education,Single,4,Owned,0,74514,22202,High School,0,Rent,27,4,Joint,4281,Salaried,MI,0
51890,7933,587,0.78,20,0,24,3.44,Home Improvement,Single,3,Owned,1,61242,37928,Master's,0,Rent,14,6,Individual,4076,Unemployed,FL,1
99134,20187,344,0.66,17,4,24,9.1,Personal,Divorced,3,Rented,1,37827,90939,PhD,1,Own,6,4,Individual,4724,Self-Employed,NY,0
67055,30791,497,0.39,22,2,60,12.89,Home Improvement,Single,0,Mortgaged,1,10296,39370,High School,0,Mortgage,11,9,Individual,4941,Self-Employed,OH,0
132269,29900,515,0.21,37,4,36,5.63,Home Improvement,Single,0,Rented,0,11130,41924,High School,0,Own,11,1,Joint,238,Salaried,MI,1
39508,10074,780,0.65,22,1,12,8.26,Business,Single,3,Rented,0,18908,80075,Bachelor's,0,Own,3,1,Individual,400,Salaried,TX,0
62287,31426,608,0.19,27,3,60,4.51,Home Improvement,Widowed,4,Owned,1,99517,32295,Master's,0,Mortgage,13,0,Joint,3004,Retired,NY,1
98916,44867,734,0.23,35,3,24,7.55,Personal,Married,3,Rented,2,22923,87512,High School,0,Own,18,5,Joint,628,Self-Employed,IL,1
46984,5893,631,0.25,24,3,36,2.69,Medical,Widowed,1,Rented,1,21376,51257,High School,0,Mortgage,18,6,Joint,2622,Salaried,GA,1
130169,39158,326,0.49,6,4,48,13.88,Home Improvement,Single,2,Mortgaged,0,98440,72364,High School,0,Mortgage,6,4,Joint,3805,Retired,OH,0
28125,24773,465,0.65,17,2,12,10.96,Medical,Widowed,3,Owned,2,38718,47692,High School,0,Own,13,2,Individual,3738,Retired,FL,1
56059,9239,617,0.32,19,2,24,6.66,Business,Single,0,Rented,0,91563,79919,Bachelor's,0,Own,6,9,Individual,206,Retired,MI,1
89569,25863,573,0.16,4,0,36,13.51,Personal,Widowed,4,Owned,2,19499,29785,High School,0,Own,12,9,Joint,3803,Retired,CA,0
123409,8432,682,0.43,17,2,48,4.79,Education,Married,0,Mortgaged,2,47194,58935,High School,1,Rent,7,8,Joint,3934,Self-Employed,NC,1
37087,40139,664,0.62,39,2,24,3.48,Education,Divorced,1,Rented,0,63483,7655,Bachelor's,0,Mortgage,14,7,Individual,1961,Self-Employed,CA,0
126437,6515,402,0.26,32,0,48,14.28,Business,Married,0,Mortgaged,1,19053,94998,Bachelor's,0,Mortgage,9,1,Joint,141,Salaried,GA,1
135262,36670,802,0.25,14,4,24,6.36,Personal,Widowed,0,Mortgaged,0,99738,69580,Bachelor's,0,Mortgage,3,2,Individual,230,Unemployed,IL,0
25704,44094,672,0.76,34,4,60,14.2,Medical,Widowed,4,Owned,0,57388,31264,High School,0,Mortgage,15,6,Individual,3268,Self-Employed,FL,0
80576,19605,544,0.77,0,1,60,10.47,Business,Married,4,Owned,1,57857,2947,PhD,0,Mortgage,7,8,Individual,933,Self-Employed,IL,0
93384,10586,468,0.79,20,4,60,14.75,Home Improvement,Widowed,0,Owned,1,96731,12507,PhD,0,Rent,7,1,Individual,1743,Retired,TX,0
107128,40685,717,0.67,7,3,36,11.92,Medical,Divorced,0,Rented,2,74199,57057,High School,1,Mortgage,24,9,Individual,1301,Self-Employed,CA,1
131279,36186,655,0.23,6,3,60,3.82,Home Improvement,Divorced,3,Owned,2,61636,48306,Master's,0,Rent,21,6,Individual,888,Salaried,MI,0
92460,31928,777,0.25,39,1,36,13.15,Home Improvement,Married,1,Rented,1,32646,76169,Master's,1,Own,19,7,Joint,1340,Unemployed,IL,0
47208,37728,424,0.34,39,2,12,4.35,Medical,Single,3,Mortgaged,0,27698,49136,Master's,0,Own,27,5,Individual,4588,Salaried,NC,0
138516,22551,836,0.32,29,1,60,11.15,Home Improvement,Divorced,4,Owned,1,50739,64199,Bachelor's,0,Rent,27,5,Joint,2459,Self-Employed,OH,1
149612,26493,701,0.77,37,0,36,8.76,Education,Widowed,3,Mortgaged,1,97372,55048,Master's,1,Mortgage,29,7,Individual,4712,Retired,PA,0
105150,25711,816,0.65,34,1,24,11.35,Medical,Single,3,Owned,1,47363,18193,Master's,0,Mortgage,2,2,Individual,3648,Salaried,NC,1
86024,25039,830,0.61,1,1,36,12.06,Business,Divorced,0,Mortgaged,0,51690,74433,Bachelor's,0,Mortgage,20,7,Joint,1918,Unemployed,OH,0
59882,41561,553,0.23,7,3,36,12.55,Education,Single,0,Rented,0,86571,62033,PhD,0,Mortgage,28,9,Individual,1738,Retired,NC,0
45923,14947,420,0.74,37,0,24,12.94,Business,Widowed,1,Mortgaged,2,96497,18087,High School,1,Mortgage,24,0,Individual,1399,Retired,TX,0
146561,37335,331,0.68,3,0,36,13.09,Personal,Married,2,Rented,1,81124,59457,PhD,0,Rent,14,1,Joint,739,Salaried,PA,1
134044,20859,336,0.21,36,1,24,7.66,Business,Married,2,Owned,1,99150,3093,Bachelor's,0,Rent,5,5,Individual,384,Salaried,NY,0
121477,28122,641,0.71,20,0,48,13.62,Medical,Widowed,3,Owned,0,99267,72804,Master's,0,Rent,1,1,Joint,1370,Retired,GA,1
49165,6577,312,0.29,12,0,60,11.49,Business,Married,1,Owned,1,65099,97631,Master's,0,Own,12,9,Individual,3268,Unemployed,OH,1
87203,47256,482,0.16,8,4,12,12.99,Personal,Widowed,1,Rented,0,71670,98121,PhD,0,Own,12,1,Joint,747,Self-Employed,NY,0
111749,33350,564,0.56,28,0,36,14.86,Home Improvement,Married,4,Owned,2,87657,94056,Bachelor's,0,Rent,19,2,Individual,3329,Self-Employed,FL,0
24114,46932,387,0.56,23,2,24,3.96,Medical,Divorced,0,Rented,2,95155,82191,Bachelor's,1,Rent,21,2,Individual,3423,Salaried,TX,0
84965,38798,761,0.17,15,0,60,7.13,Education,Married,4,Rented,2,19575,70704,PhD,0,Own,22,3,Individual,3013,Salaried,CA,1
56321,36898,345,0.32,11,3,36,12.58,Education,Single,2,Mortgaged,0,87009,58721,Master's,0,Rent,2,8,Individual,4580,Salaried,TX,0
93297,20881,691,0.79,1,4,60,3.58,Business,Married,1,Owned,0,74957,88057,Bachelor's,1,Own,29,8,Joint,1590,Salaried,GA,1
116652,15785,418,0.57,18,3,48,9.26,Education,Married,2,Mortgaged,1,30457,89700,PhD,0,Own,24,1,Joint,1114,Unemployed,OH,0
119304,11691,830,0.61,29,3,36,13.23,Personal,Married,0,Rented,2,91779,72254,Master's,1,Rent,13,1,Joint,2933,Self-Employed,TX,0
133942,22297,746,0.25,15,2,24,2.74,Education,Married,0,Mortgaged,0,18746,13223,Master's,0,Rent,12,5,Joint,4506,Retired,NY,0
45426,11358,345,0.16,23,4,48,14.24,Business,Divorced,0,Owned,2,37046,42337,Master's,0,Own,23,4,Joint,2740,Self-Employed,OH,0
37772,24581,807,0.29,12,1,36,14.73,Education,Widowed,2,Rented,2,25065,47979,High School,0,Rent,23,4,Individual,205,Salaried,GA,0
123754,6462,825,0.27,4,0,60,6.53,Home Improvement,Divorced,1,Mortgaged,2,31169,19276,Bachelor's,0,Mortgage,27,6,Individual,2690,Retired,NY,1
23712,20511,302,0.26,22,2,48,12.08,Home Improvement,Divorced,4,Owned,1,64031,1967,Bachelor's,0,Own,7,8,Individual,2211,Unemployed,GA,1
21367,15570,327,0.23,37,2,24,4.09,Education,Single,1,Owned,0,11587,29732,Master's,1,Own,21,0,Joint,2432,Unemployed,TX,0
126493,49414,680,0.5,30,1,36,12.16,Medical,Widowed,1,Mortgaged,0,89430,9099,High School,0,Mortgage,2,4,Joint,4110,Salaried,OH,0
127317,20474,456,0.33,16,2,60,8.52,Education,Widowed,3,Rented,0,11112,3805,Bachelor's,0,Mortgage,8,4,Individual,4152,Salaried,IL,0
135142,12037,810,0.67,2,1,60,13.25,Home Improvement,Single,1,Owned,1,91801,59102,Bachelor's,0,Mortgage,19,4,Joint,2330,Self-Employed,CA,1
111736,33129,632,0.23,25,1,48,5.16,Home Improvement,Widowed,4,Rented,1,43842,64860,High School,0,Rent,19,8,Joint,1025,Salaried,MI,1
71924,47267,413,0.43,12,1,36,10.91,Personal,Married,3,Owned,1,31151,39265,Bachelor's,0,Mortgage,18,5,Individual,2692,Salaried,FL,1
23726,18386,688,0.11,37,2,60,12.33,Business,Widowed,1,Rented,1,74508,99871,Bachelor's,0,Mortgage,2,7,Joint,2805,Retired,IL,1
109152,11221,786,0.44,21,1,48,5.03,Personal,Single,3,Rented,0,18671,90475,PhD,0,Rent,2,7,Joint,3092,Retired,TX,0
47723,28474,549,0.14,20,2,12,12.73,Medical,Single,1,Owned,1,70548,21065,Bachelor's,0,Mortgage,13,5,Individual,4376,Self-Employed,GA,1
146969,45537,614,0.78,28,4,60,14.47,Business,Single,0,Mortgaged,0,78469,65095,High School,0,Own,6,5,Individual,4461,Self-Employed,NC,0
123110,26045,538,0.65,38,1,48,10.2,Education,Single,0,Mortgaged,2,34234,202,High School,0,Mortgage,8,9,Joint,1476,Unemployed,FL,1
120494,30783,533,0.44,4,2,12,12.31,Education,Divorced,1,Mortgaged,0,46562,67467,Master's,0,Mortgage,19,7,Individual,4682,Retired,FL,0
29108,45157,602,0.16,13,2,48,9.16,Medical,Widowed,3,Rented,2,28827,89008,PhD,0,Rent,6,0,Joint,1013,Retired,MI,1
97714,9922,633,0.51,17,2,60,9.98,Home Improvement,Divorced,4,Mortgaged,1,96174,27132,Master's,0,Rent,19,8,Individual,3744,Self-Employed,TX,0
55643,27706,412,0.63,3,0,12,2.67,Education,Single,0,Mortgaged,2,94432,62674,PhD,0,Mortgage,9,8,Individual,3052,Salaried,IL,1
51324,47771,661,0.23,32,0,48,9.05,Personal,Single,3,Owned,1,19365,38140,PhD,0,Mortgage,15,7,Individual,2813,Unemployed,TX,0
123896,37479,396,0.5,38,1,36,9.69,Home Improvement,Divorced,4,Rented,0,98634,79201,Master's,1,Own,17,3,Joint,2692,Salaried,NY,0
103360,10178,315,0.67,19,4,12,10.88,Education,Married,3,Mortgaged,0,58435,28453,Bachelor's,0,Rent,23,0,Joint,1139,Retired,OH,1
130896,35022,675,0.64,12,1,48,4.62,Home Improvement,Widowed,1,Owned,1,63806,85357,PhD,0,Own,8,1,Individual,1974,Self-Employed,PA,0
28927,20240,689,0.66,35,3,36,5.52,Business,Divorced,0,Rented,0,56577,33945,Master's,0,Own,9,0,Joint,622,Unemployed,IL,0
113680,31220,516,0.72,3,3,12,11.95,Education,Widowed,0,Owned,2,93816,40591,Master's,0,Mortgage,5,2,Joint,3153,Unemployed,NY,0
116546,41736,698,0.76,34,4,48,4.6,Education,Single,0,Mortgaged,2,33509,65042,Master's,0,Mortgage,6,8,Joint,4811,Retired,IL,0
42443,7716,559,0.38,7,4,60,7.7,Home Improvement,Single,1,Rented,2,91200,19377,Master's,0,Mortgage,21,5,Joint,4513,Unemployed,NC,0
99973,21574,619,0.5,39,4,12,5.63,Business,Single,4,Rented,1,89833,62391,Master's,0,Own,26,4,Joint,1789,Self-Employed,OH,1
83449,22719,495,0.65,35,0,12,9.31,Personal,Widowed,4,Mortgaged,2,82222,91676,Bachelor's,0,Own,21,7,Individual,1242,Retired,CA,0
129834,13181,777,0.59,5,0,36,14.84,Business,Widowed,0,Owned,2,17402,67948,High School,0,Rent,27,9,Individual,2148,Self-Employed,TX,1
125314,49066,717,0.8,21,3,48,13.15,Personal,Divorced,4,Rented,2,40533,25509,Bachelor's,0,Rent,11,2,Joint,841,Self-Employed,GA,0
96743,25213,774,0.11,5,4,60,5.87,Medical,Single,0,Rented,2,11355,52924,High School,0,Rent,7,9,Joint,4975,Retired,MI,0
141805,11380,843,0.35,35,2,36,7.11,Business,Divorced,4,Rented,2,76730,54947,PhD,1,Rent,28,2,Joint,412,Unemployed,PA,0
80233,5615,530,0.3,8,3,12,13.98,Personal,Married,0,Mortgaged,2,44266,56660,PhD,0,Rent,20,4,Joint,3244,Retired,FL,1
45537,5463,820,0.28,15,4,36,13.73,Home Improvement,Single,4,Owned,1,74080,41225,Master's,0,Rent,15,0,Individual,706,Self-Employed,OH,0
121293,36973,499,0.26,38,2,36,4.51,Personal,Single,3,Mortgaged,2,68372,27606,Bachelor's,0,Own,13,6,Individual,4342,Self-Employed,NC,0
97576,14158,320,0.6,37,4,36,12.87,Medical,Married,0,Rented,1,10515,57003,Master's,0,Mortgage,15,2,Individual,1731,Salaried,MI,0
127522,25651,610,0.16,32,1,12,6.22,Personal,Divorced,0,Owned,1,63734,16891,Bachelor's,0,Rent,14,1,Joint,4482,Self-Employed,GA,1
42612,8158,733,0.62,17,2,24,9.3,Business,Widowed,2,Owned,1,49566,63091,PhD,0,Own,6,6,Joint,121,Self-Employed,NC,1
113977,25008,670,0.59,11,1,36,2.56,Personal,Single,0,Mortgaged,2,68241,17771,Bachelor's,0,Own,4,0,Joint,3127,Self-Employed,NY,1
26471,9938,377,0.28,26,0,24,14.98,Business,Widowed,4,Mortgaged,2,97472,69565,Master's,0,Mortgage,29,0,Joint,4316,Retired,OH,1
55631,43185,841,0.28,0,3,60,12.01,Medical,Single,3,Rented,1,75526,82170,Master's,0,Rent,18,8,Individual,2504,Self-Employed,PA,0
148449,27388,584,0.54,14,4,60,5.52,Personal,Single,3,Mortgaged,1,77207,51718,PhD,0,Mortgage,18,6,Joint,2725,Retired,CA,0
128997,13881,439,0.63,26,3,60,11.05,Personal,Widowed,4,Mortgaged,2,42527,8677,High School,0,Mortgage,28,2,Joint,3431,Retired,CA,0
112059,10603,581,0.71,15,4,48,6.17,Medical,Single,1,Mortgaged,0,24271,98500,PhD,0,Mortgage,29,4,Individual,4865,Salaried,CA,1
51348,39980,557,0.7,20,1,12,3.62,Personal,Married,0,Mortgaged,0,41998,5485,Master's,0,Rent,4,1,Joint,1053,Self-Employed,FL,0
84732,27504,659,0.78,0,2,24,7.82,Business,Divorced,3,Mortgaged,0,29155,93728,PhD,0,Rent,27,4,Individual,4121,Self-Employed,NY,0
21177,21766,739,0.51,28,2,48,10.17,Education,Married,4,Rented,2,48167,59031,High School,1,Rent,21,8,Individual,4008,Self-Employed,GA,0
24760,33386,569,0.74,2,4,24,3.62,Education,Divorced,3,Owned,1,31242,27626,Master's,0,Own,1,9,Individual,4714,Self-Employed,FL,1
52779,16695,433,0.67,11,1,12,8.98,Business,Married,3,Mortgaged,0,78578,64509,High School,0,Own,3,4,Individual,3759,Unemployed,GA,0
41636,22796,403,0.73,27,4,36,8.94,Personal,Married,4,Owned,1,25670,11798,Bachelor's,0,Own,5,0,Individual,2252,Self-Employed,NC,0
101889,47543,394,0.11,38,4,48,10.36,Business,Divorced,2,Owned,2,10693,14590,Bachelor's,1,Rent,24,7,Joint,302,Salaried,NY,0
73551,19559,779,0.78,36,4,12,5.56,Medical,Single,3,Mortgaged,1,49120,37973,PhD,0,Mortgage,20,5,Individual,4191,Retired,TX,0
31556,43914,540,0.43,30,2,48,2.76,Business,Widowed,3,Mortgaged,0,57053,43875,Master's,0,Mortgage,6,1,Individual,1930,Unemployed,CA,1
47598,38139,312,0.66,30,4,60,6.56,Education,Widowed,1,Owned,2,16861,10420,Bachelor's,0,Own,28,5,Joint,294,Self-Employed,MI,1
31563,43333,446,0.19,32,2,48,7.48,Home Improvement,Widowed,2,Rented,1,17658,28525,Master's,0,Mortgage,4,8,Individual,4154,Salaried,OH,0
66819,13802,394,0.38,32,0,36,10.45,Medical,Single,1,Owned,2,34379,34964,Master's,0,Own,5,2,Individual,1738,Self-Employed,NC,1
129326,13307,592,0.29,39,1,36,14.13,Personal,Married,4,Rented,0,87331,50513,Master's,0,Mortgage,12,4,Joint,315,Unemployed,NC,0
93770,45205,324,0.3,10,0,24,5.04,Business,Married,0,Owned,0,90332,51813,High School,1,Rent,7,6,Joint,2116,Unemployed,GA,0
111055,38214,571,0.19,28,4,48,11.09,Medical,Married,4,Mortgaged,0,33551,83864,PhD,0,Own,13,9,Individual,2881,Salaried,FL,0
46966,39159,804,0.66,24,2,60,3.72,Education,Single,2,Rented,2,81733,17446,High School,0,Own,8,1,Individual,775,Retired,FL,0
140133,16516,465,0.11,12,1,36,4.88,Personal,Divorced,4,Owned,2,48603,65053,Master's,1,Mortgage,13,0,Individual,3046,Salaried,NC,1
101709,34086,386,0.32,18,3,24,8.86,Business,Single,2,Rented,0,64607,12842,Bachelor's,0,Rent,12,4,Joint,3241,Unemployed,NC,0
79889,35480,790,0.22,35,1,60,11.35,Business,Widowed,1,Mortgaged,2,72656,1229,Bachelor's,0,Rent,10,3,Individual,4891,Self-Employed,PA,0
46987,49659,440,0.51,27,1,60,13.23,Personal,Married,3,Rented,2,82847,31741,Bachelor's,0,Rent,10,8,Joint,4775,Unemployed,CA,0
98714,43737,402,0.28,3,4,60,11.8,Home Improvement,Single,4,Mortgaged,0,98901,30751,PhD,1,Rent,8,9,Individual,3312,Self-Employed,GA,0
124874,14265,525,0.28,2,0,12,2.69,Home Improvement,Single,4,Mortgaged,0,18482,97917,High School,1,Own,27,3,Individual,3092,Salaried,FL,0
78348,10454,593,0.44,37,0,36,11.05,Medical,Single,3,Rented,1,81272,1456,High School,0,Rent,29,6,Joint,4958,Unemployed,FL,0
44596,40918,605,0.56,36,3,12,12.81,Business,Divorced,4,Mortgaged,0,72962,90113,PhD,0,Mortgage,28,4,Individual,1358,Self-Employed,PA,0
53174,31181,553,0.18,24,4,12,9.07,Medical,Married,4,Mortgaged,2,51090,34302,High School,1,Own,14,4,Joint,1062,Retired,OH,0
84106,20386,479,0.22,34,1,36,14.57,Personal,Single,0,Mortgaged,1,97316,24878,PhD,1,Mortgage,23,5,Individual,4687,Retired,IL,0
127510,44182,339,0.27,28,0,48,2.55,Medical,Single,0,Rented,2,93334,4582,PhD,0,Rent,4,7,Individual,2962,Retired,MI,0
89967,42425,819,0.78,28,0,24,12.73,Business,Widowed,3,Mortgaged,1,70749,46614,Bachelor's,1,Own,20,3,Joint,3763,Self-Employed,NY,0
79182,48254,845,0.38,11,2,36,6.69,Home Improvement,Married,1,Owned,2,22565,24965,PhD,0,Mortgage,2,8,Individual,3401,Unemployed,GA,0
113300,29327,535,0.52,34,1,24,10.63,Home Improvement,Single,4,Mortgaged,1,36765,94036,Bachelor's,0,Rent,9,5,Individual,2984,Unemployed,NY,0
107163,26181,762,0.27,19,4,48,11.17,Personal,Single,4,Owned,1,48838,23257,Bachelor's,0,Own,6,7,Individual,599,Self-Employed,IL,1
59310,26452,527,0.44,16,0,36,6.33,Education,Single,1,Rented,2,79464,10973,Bachelor's,0,Rent,29,3,Joint,2602,Self-Employed,TX,1
76088,43248,782,0.15,11,4,60,14.94,Medical,Single,4,Owned,1,65362,68095,High School,0,Rent,27,8,Joint,4007,Salaried,MI,1
148803,45801,729,0.12,35,1,36,3.79,Personal,Married,1,Mortgaged,2,90754,82909,PhD,1,Rent,19,8,Joint,347,Self-Employed,OH,0
28906,38751,321,0.43,9,1,48,4.46,Home Improvement,Single,3,Mortgaged,2,48633,98228,Master's,0,Rent,3,0,Individual,1347,Unemployed,OH,1
56914,26991,642,0.38,17,0,12,13.65,Business,Divorced,3,Mortgaged,1,18584,51783,Bachelor's,0,Mortgage,29,0,Joint,3409,Unemployed,TX,0
130350,46311,339,0.2,29,3,36,3.99,Business,Single,1,Mortgaged,0,73663,2697,Bachelor's,0,Rent,13,6,Individual,2767,Self-Employed,MI,1
65379,14916,472,0.58,7,4,60,7.27,Education,Divorced,1,Mortgaged,0,25683,48337,High School,0,Own,27,2,Individual,1827,Self-Employed,GA,0
98612,15143,738,0.8,12,4,36,11.66,Education,Married,2,Mortgaged,0,90787,40680,High School,0,Mortgage,11,6,Joint,3924,Self-Employed,IL,0
134828,30855,478,0.38,30,2,12,12.39,Home Improvement,Single,0,Rented,2,53441,49654,Bachelor's,0,Rent,28,0,Individual,2756,Salaried,NC,0
147445,20581,432,0.54,5,1,36,14.43,Education,Widowed,0,Mortgaged,2,20735,47434,Master's,0,Own,14,0,Individual,3949,Unemployed,GA,0
57650,6907,650,0.77,6,1,60,12.37,Education,Divorced,4,Owned,0,64139,45447,High School,0,Own,17,6,Joint,2706,Unemployed,NC,0
66881,34424,824,0.68,20,0,48,13.06,Business,Divorced,4,Owned,2,42454,97024,High School,0,Mortgage,18,3,Joint,1864,Retired,NY,1
66413,28308,839,0.42,37,0,60,14.37,Medical,Single,1,Owned,0,54013,87751,PhD,0,Mortgage,5,1,Individual,3646,Self-Employed,OH,0
26012,46984,805,0.62,27,0,48,9.42,Business,Widowed,1,Rented,2,42758,88772,High School,1,Mortgage,25,4,Individual,1475,Salaried,IL,0
70115,46505,383,0.19,20,2,60,6.79,Business,Widowed,0,Owned,2,86080,6594,High School,0,Mortgage,3,4,Joint,4652,Retired,OH,0
27151,41942,763,0.46,20,3,24,12.02,Home Improvement,Single,4,Owned,2,71695,41242,PhD,0,Rent,7,3,Joint,4501,Salaried,PA,0
77716,31957,642,0.3,23,0,36,4.54,Home Improvement,Married,0,Owned,0,85143,31084,Bachelor's,0,Mortgage,6,8,Individual,1383,Self-Employed,TX,0
