Applicant_Income,Loan_Amount,Credit_Score,Previous_Defaults,Interest_Rate,Loan_Purpose,Number_of_Dependents,Residence_Status,Home_Ownership,Employment_Type,Default
51598,20989,433,0,11.87,Personal,1,Mortgaged,Mortgage,Unemployed,1
132718,33931,720,3,5.68,Home Improvement,0,Rented,Mortgage,Retired,1
146879,14290,512,3,8.43,Medical,1,Rented,Mortgage,Self-Employed,1
113106,43367,781,4,5.51,Business,3,Owned,Own,Self-Employed,0
47082,19342,647,3,12.84,Education,0,Mortgaged,Own,Unemployed,0
49241,29941,465,3,14.48,Medical,4,Owned,Rent,Self-Employed,0
116214,18945,647,4,3.19,Personal,0,Owned,Own,Retired,1
64569,15762,697,4,5.42,Business,0,Owned,Rent,Retired,0
31745,35133,734,2,4.87,Medical,2,Owned,Mortgage,Unemployed,0
46029,45150,520,3,10.92,Education,0,Mortgaged,Mortgage,Self-Employed,0
33025,32052,607,1,7.86,Home Improvement,3,Mortgaged,Mortgage,Retired,0
121660,46750,765,0,8.2,Home Improvement,1,Owned,Own,Unemployed,0
143395,24953,398,0,4.46,Home Improvement,1,Mortgaged,Mortgage,Salaried,0
34288,45475,541,4,7.68,Business,4,Rented,Own,Unemployed,0
109186,22130,457,4,6.29,Education,2,Mortgaged,Own,Self-Employed,0
26540,36086,526,2,10.14,Education,1,Owned,Own,Salaried,1
117768,9633,722,3,5.22,Medical,1,Rented,Mortgage,Retired,0
101958,22304,371,4,10.19,Home Improvement,0,Rented,Own,Self-Employed,0
88878,47037,542,4,7.22,Business,3,Rented,Rent,Retired,0
61846,37284,829,0,6.83,Home Improvement,3,Rented,Rent,Unemployed,0
121148,12008,344,3,6.32,Home Improvement,4,Rented,Mortgage,Self-Employed,0
95932,32405,771,2,10.92,Medical,3,Owned,Rent,Salaried,0
37482,41386,670,4,9.53,Medical,1,Owned,Own,Salaried,0
43411,30373,391,4,13.15,Medical,0,Rented,Rent,Retired,0
70975,25827,321,4,5.52,Personal,3,Owned,Mortgage,Retired,0
80545,38040,471,0,3.0,Personal,2,Mortgaged,Rent,Unemployed,0
132302,18007,491,4,4.78,Business,2,Owned,Rent,Retired,0
98797,23157,376,4,6.79,Business,2,Mortgaged,Rent,Self-Employed,0
72307,37157,580,0,4.75,Medical,3,Owned,Own,Salaried,1
23093,40315,663,4,3.54,Education,0,Mortgaged,Own,Self-Employed,0
97258,40932,478,3,8.07,Business,3,Mortgaged,Rent,Unemployed,0
42042,26164,537,3,10.96,Personal,1,Rented,Own,Salaried,0
72930,19414,434,0,11.89,Personal,3,Owned,Rent,Retired,0
137584,19327,579,3,7.48,Home Improvement,2,Rented,Rent,Salaried,0
64413,5946,318,2,8.48,Medical,2,Mortgaged,Rent,Unemployed,0
133387,19693,670,4,11.94,Education,0,Owned,Mortgage,Retired,0
113623,32241,411,2,6.91,Medical,4,Owned,Mortgage,Salaried,0
117883,35254,520,3,12.31,Personal,2,Rented,Own,Salaried,0
53756,20540,603,0,14.59,Education,2,Owned,Mortgage,Salaried,0
73268,11719,624,0,13.51,Business,4,Owned,Own,Retired,0
59214,46203,736,2,8.17,Home Improvement,3,Owned,Rent,Unemployed,0
101871,30081,737,3,9.74,Personal,2,Mortgaged,Mortgage,Salaried,0
147844,16350,469,4,11.46,Home Improvement,0,Rented,Rent,Self-Employed,0
48602,41358,674,3,6.87,Medical,3,Mortgaged,Own,Retired,0
73331,37021,680,3,12.49,Education,3,Rented,Rent,Retired,0
68901,47832,313,0,7.96,Medical,2,Mortgaged,Mortgage,Salaried,0
119986,33369,799,1,13.09,Home Improvement,3,Mortgaged,Own,Salaried,1
83416,36728,690,4,5.68,Personal,3,Mortgaged,Mortgage,Salaried,0
52196,22576,848,4,2.64,Home Improvement,0,Mortgaged,Mortgage,Unemployed,1
148386,34001,829,0,10.41,Personal,3,Rented,Mortgage,Retired,0
25626,22848,791,3,8.15,Home Improvement,2,Owned,Mortgage,Self-Employed,0
27424,5390,849,0,3.25,Medical,2,Rented,Rent,Unemployed,0
32857,26999,684,3,8.6,Home Improvement,4,Owned,Own,Unemployed,0
130459,16569,495,1,4.61,Business,1,Rented,Mortgage,Retired,0
135621,18029,599,1,10.37,Medical,4,Rented,Mortgage,Salaried,1
39982,27490,846,2,8.06,Home Improvement,0,Rented,Rent,Unemployed,1
96961,40328,607,3,4.64,Home Improvement,0,Rented,Mortgage,Salaried,0
21980,10867,551,0,7.65,Education,2,Mortgaged,Own,Retired,0
68290,20284,307,0,5.41,Medical,1,Rented,Mortgage,Self-Employed,1
46431,38979,507,0,10.66,Education,4,Rented,Mortgage,Self-Employed,0
104976,14121,430,2,6.19,Medical,1,Owned,Mortgage,Self-Employed,0
127288,6539,325,4,12.78,Personal,2,Mortgaged,Own,Salaried,1
102711,30488,753,0,2.68,Medical,3,Mortgaged,Mortgage,Unemployed,1
134187,22027,485,1,7.54,Medical,2,Rented,Own,Self-Employed,0
46385,13693,783,0,10.21,Home Improvement,2,Rented,Own,Unemployed,0
58158,13921,350,0,2.78,Business,1,Mortgaged,Mortgage,Self-Employed,0
43019,15310,304,0,5.2,Medical,0,Mortgaged,Rent,Salaried,0
38639,35908,459,4,6.59,Education,3,Rented,Mortgage,Salaried,1
105530,9386,507,0,2.77,Business,3,Rented,Rent,Salaried,0
119911,37263,556,4,9.33,Medical,0,Rented,Mortgage,Self-Employed,0
41563,33412,504,4,10.39,Business,1,Owned,Rent,Unemployed,0
59341,22303,310,2,5.34,Personal,1,Mortgaged,Own,Salaried,0
135672,17242,307,1,9.29,Business,0,Owned,Own,Unemployed,0
25776,13947,708,0,14.99,Personal,4,Mortgaged,Mortgage,Unemployed,0
56444,10930,331,0,13.59,Business,1,Mortgaged,Mortgage,Self-Employed,0
88916,43170,839,0,3.23,Business,0,Mortgaged,Rent,Unemployed,0
28711,5507,686,4,4.1,Education,4,Mortgaged,Rent,Salaried,0
94318,6436,527,3,8.68,Education,2,Mortgaged,Own,Retired,0
102970,32151,774,1,5.57,Home Improvement,3,Rented,Rent,Retired,0
132301,16618,506,0,3.51,Business,0,Owned,Own,Salaried,1
105553,13750,617,3,5.68,Personal,1,Owned,Own,Unemployed,1
50707,21122,647,3,3.26,Business,3,Mortgaged,Rent,Retired,0
59110,12354,533,3,9.12,Medical,4,Owned,Mortgage,Retired,1
149410,49062,343,1,8.63,Personal,3,Owned,Rent,Salaried,0
81788,35979,441,3,2.58,Medical,0,Rented,Mortgage,Retired,0
102879,25900,475,0,8.53,Home Improvement,2,Mortgaged,Own,Self-Employed,0
58827,18840,748,0,9.0,Medical,4,Rented,Own,Salaried,0
127188,42167,381,2,10.07,Home Improvement,4,Owned,Mortgage,Unemployed,1
25655,10037,434,4,14.63,Home Improvement,4,Mortgaged,Own,Retired,0
64859,33633,476,3,14.78,Home Improvement,3,Mortgaged,Own,Unemployed,1
73625,29495,682,4,9.09,Medical,2,Mortgaged,Rent,Unemployed,0
72098,20848,542,4,13.06,Home Improvement,0,Mortgaged,Rent,Unemployed,0
35251,41483,440,4,3.56,Home Improvement,0,Mortgaged,Own,Self-Employed,0
142413,12837,756,4,9.14,Education,3,Mortgaged,Rent,Retired,0
20526,39069,739,4,10.99,Business,0,Rented,Own,Retired,1
88760,12370,355,0,9.56,Home Improvement,0,Rented,Own,Retired,0
67837,11411,826,1,5.38,Personal,2,Owned,Mortgage,Unemployed,0
145133,44133,718,3,3.28,Personal,3,Mortgaged,Rent,Salaried,0
149478,35499,387,3,7.33,Education,3,Mortgaged,Rent,Retired,0
31536,35225,307,0,10.6,Medical,4,Rented,Own,Retired,0
48541,5692,776,0,14.9,Medical,0,Owned,Mortgage,Self-Employed,1
99083,33926,514,4,5.46,Medical,1,Owned,Rent,Salaried,1
71027,39246,796,1,13.97,Home Improvement,2,Mortgaged,Rent,Retired,0
54531,44164,802,3,3.35,Medical,2,Owned,Own,Unemployed,0
28712,13448,544,2,14.14,Medical,1,Owned,Rent,Self-Employed,0
124101,48390,777,0,12.9,Business,4,Mortgaged,Rent,Self-Employed,0
85455,15073,608,2,2.76,Home Improvement,1,Mortgaged,Own,Salaried,0
94744,40414,530,3,6.23,Home Improvement,1,Mortgaged,Mortgage,Retired,1
141787,10209,682,0,3.14,Personal,4,Rented,Rent,Retired,1
149749,11533,454,3,14.94,Personal,1,Mortgaged,Own,Retired,0
25109,26061,474,0,7.85,Business,4,Owned,Own,Salaried,0
141332,12211,414,3,10.78,Education,0,Rented,Mortgage,Unemployed,0
69268,14927,689,2,5.43,Home Improvement,4,Owned,Mortgage,Self-Employed,1
120737,16927,610,1,14.17,Personal,3,Rented,Own,Retired,1
74615,29594,599,0,5.93,Medical,3,Mortgaged,Own,Retired,0
102503,14316,317,2,5.75,Home Improvement,1,Owned,Own,Retired,0
143274,17177,311,3,6.43,Home Improvement,3,Rented,Rent,Unemployed,0
49759,15846,703,2,8.28,Home Improvement,4,Owned,Rent,Self-Employed,0
105708,12933,531,0,2.73,Personal,0,Mortgaged,Rent,Retired,0
80112,43244,577,2,9.97,Business,4,Rented,Rent,Salaried,0
122471,45696,652,3,2.9,Personal,2,Owned,Mortgage,Retired,1
146740,7080,602,4,9.24,Medical,1,Rented,Rent,Unemployed,0
143153,11089,840,1,8.22,Medical,0,Mortgaged,Own,Retired,0
46589,31123,769,1,5.53,Education,1,Rented,Rent,Self-Employed,1
50015,12797,376,4,6.62,Personal,2,Rented,Mortgage,Salaried,0
49009,13346,820,0,11.32,Personal,3,Owned,Own,Salaried,1
103309,24878,323,2,2.62,Education,2,Rented,Rent,Unemployed,0
146446,38672,314,2,6.46,Education,3,Mortgaged,Rent,Unemployed,0
82046,22653,824,4,11.0,Home Improvement,1,Owned,Own,Self-Employed,0
126661,47742,646,4,4.4,Home Improvement,1,Rented,Own,Retired,1
46143,31140,471,3,9.5,Medical,1,Mortgaged,Own,Unemployed,0
26154,6184,626,3,4.61,Business,4,Mortgaged,Mortgage,Salaried,0
41804,39493,784,1,4.43,Medical,0,Rented,Mortgage,Unemployed,0
61688,49148,788,0,12.15,Personal,4,Rented,Mortgage,Retired,0
84288,29846,761,0,5.83,Business,2,Owned,Own,Retired,0
71195,27195,677,4,7.2,Home Improvement,0,Mortgaged,Rent,Retired,1
40581,10606,463,1,11.63,Education,1,Mortgaged,Own,Retired,0
72648,8956,671,1,4.74,Education,1,Mortgaged,Rent,Unemployed,1
50087,21555,723,3,9.15,Medical,1,Rented,Rent,Retired,0
69930,29849,776,2,13.97,Personal,3,Rented,Own,Retired,0
52981,23690,681,0,9.42,Personal,2,Rented,Mortgage,Self-Employed,0
89298,31347,454,1,3.11,Education,4,Owned,Own,Self-Employed,0
66167,38189,556,3,9.87,Medical,2,Mortgaged,Rent,Salaried,0
95304,43308,367,3,3.63,Medical,3,Mortgaged,Own,Retired,1
63408,30785,643,3,6.03,Home Improvement,3,Rented,Own,Salaried,0
59499,37698,576,2,13.12,Home Improvement,2,Owned,Rent,Unemployed,0
145816,20966,690,1,2.64,Home Improvement,3,Owned,Own,Self-Employed,0
72269,36097,748,4,3.46,Business,0,Owned,Mortgage,Self-Employed,0
58559,20882,558,4,7.04,Medical,1,Owned,Mortgage,Retired,0
134126,9675,606,3,14.99,Medical,4,Owned,Mortgage,Salaried,0
94319,46850,394,3,6.15,Home Improvement,3,Rented,Rent,Self-Employed,0
131925,18009,763,2,4.47,Education,4,Rented,Own,Unemployed,1
115317,32843,545,3,9.37,Home Improvement,1,Rented,Own,Self-Employed,1
116347,34793,486,1,8.99,Business,2,Mortgaged,Mortgage,Salaried,1
68787,44516,672,3,8.12,Education,1,Owned,Rent,Self-Employed,0
55488,43871,705,3,14.33,Medical,4,Owned,Mortgage,Self-Employed,0
94441,22857,707,1,6.0,Business,0,Mortgaged,Mortgage,Salaried,1
94663,24627,424,0,6.17,Business,2,Owned,Mortgage,Unemployed,1
42431,23565,636,4,4.25,Education,3,Owned,Mortgage,Retired,0
81681,31025,640,3,11.22,Home Improvement,0,Owned,Rent,Unemployed,0
83483,32832,477,1,6.52,Home Improvement,1,Owned,Rent,Salaried,1
142720,49116,469,4,12.53,Personal,4,Owned,Mortgage,Retired,0
69153,14782,338,2,14.65,Education,4,Rented,Rent,Self-Employed,0
26368,43650,368,0,3.05,Home Improvement,4,Owned,Mortgage,Self-Employed,0
47424,27366,535,3,14.91,Business,1,Rented,Mortgage,Salaried,0
132360,33557,680,0,5.68,Home Improvement,2,Rented,Mortgage,Unemployed,0
65004,10798,356,3,7.75,Home Improvement,3,Rented,Mortgage,Unemployed,0
103869,14627,576,3,12.22,Business,0,Rented,Own,Unemployed,0
108652,46183,398,3,10.82,Education,1,Mortgaged,Own,Retired,0
132755,17466,826,0,12.23,Personal,4,Rented,Mortgage,Unemployed,0
76985,47614,624,2,8.33,Home Improvement,3,Mortgaged,Mortgage,Unemployed,0
70069,17720,760,1,13.95,Home Improvement,4,Mortgaged,Mortgage,Unemployed,0
72326,46913,478,1,12.37,Home Improvement,1,Rented,Own,Retired,1
128737,42292,418,2,6.37,Education,4,Owned,Own,Unemployed,0
101061,11559,768,2,14.36,Business,1,Owned,Mortgage,Retired,0
43398,45388,848,3,14.51,Business,4,Rented,Own,Retired,0
118393,24158,754,3,7.69,Business,1,Rented,Own,Salaried,1
70861,35916,325,1,10.65,Business,4,Mortgaged,Own,Self-Employed,0
95897,27057,789,3,12.68,Business,3,Mortgaged,Rent,Unemployed,0
101905,40892,307,3,12.72,Business,3,Owned,Mortgage,Self-Employed,0
147118,46439,815,2,2.68,Home Improvement,4,Mortgaged,Own,Retired,0
88577,16706,832,0,10.36,Home Improvement,4,Mortgaged,Own,Retired,1
85641,17070,448,4,14.67,Business,1,Rented,Rent,Salaried,0
29078,45902,787,4,5.39,Business,1,Mortgaged,Rent,Retired,0
45003,5924,324,3,12.45,Education,1,Mortgaged,Rent,Salaried,0
82768,31478,724,3,9.18,Education,2,Mortgaged,Rent,Self-Employed,0
71047,10506,592,4,5.27,Medical,4,Owned,Rent,Retired,1
91626,40163,484,2,3.14,Home Improvement,4,Rented,Rent,Salaried,0
77660,29604,730,4,12.0,Business,4,Owned,Rent,Retired,0
124386,20310,616,4,6.46,Home Improvement,4,Rented,Mortgage,Salaried,0
69786,13226,697,4,7.19,Medical,1,Rented,Rent,Salaried,0
21925,16781,623,3,8.57,Education,1,Mortgaged,Own,Self-Employed,1
103976,10515,845,3,8.84,Medical,2,Owned,Own,Unemployed,0
125221,41133,375,4,5.08,Personal,1,Owned,Own,Self-Employed,0
137832,21972,785,3,10.88,Education,4,Mortgaged,Own,Retired,0
145150,37092,387,4,11.16,Home Improvement,4,Owned,Rent,Unemployed,1
46015,16410,531,2,4.28,Education,0,Rented,Mortgage,Retired,0
53320,24522,306,3,9.16,Medical,1,Rented,Mortgage,Self-Employed,1
84881,14095,849,0,10.12,Business,0,Rented,Rent,Retired,1
110827,28047,351,3,4.83,Medical,4,Mortgaged,Mortgage,Unemployed,0
140071,25470,695,2,13.68,Medical,1,Owned,Rent,Salaried,0
122215,48129,520,2,8.54,Business,4,Rented,Own,Salaried,1
46289,13531,727,3,3.94,Home Improvement,0,Mortgaged,Rent,Retired,0
148859,42038,442,1,6.68,Home Improvement,0,Rented,Mortgage,Self-Employed,0
23389,27403,662,4,8.46,Education,3,Rented,Mortgage,Unemployed,1
45683,47674,681,4,2.63,Medical,3,Owned,Mortgage,Retired,1
33629,34122,576,2,2.9,Education,1,Mortgaged,Rent,Salaried,0
81550,21940,570,3,3.19,Business,1,Rented,Rent,Retired,0
44826,34831,313,1,9.23,Personal,1,Rented,Rent,Salaried,0
120734,16279,597,0,6.7,Home Improvement,1,Mortgaged,Mortgage,Retired,0
46630,43220,763,4,13.66,Business,1,Mortgaged,Mortgage,Self-Employed,0
118762,11477,826,1,9.49,Home Improvement,1,Owned,Mortgage,Self-Employed,0
66163,22400,533,4,12.0,Education,1,Rented,Own,Salaried,0
118511,11470,326,3,11.09,Personal,0,Owned,Rent,Self-Employed,1
86435,7062,770,4,9.0,Medical,0,Rented,Rent,Retired,0
31653,46798,392,0,11.81,Home Improvement,0,Owned,Mortgage,Salaried,1
47961,24880,608,3,9.31,Medical,4,Rented,Mortgage,Salaried,0
101941,39581,351,2,7.32,Education,2,Mortgaged,Mortgage,Salaried,0
94137,49439,618,1,7.95,Home Improvement,4,Owned,Mortgage,Self-Employed,0
53662,19308,480,4,12.98,Education,1,Mortgaged,Own,Self-Employed,0
118818,31027,419,3,9.54,Medical,2,Rented,Mortgage,Unemployed,0
76446,35720,342,3,7.22,Education,0,Mortgaged,Mortgage,Retired,1
41288,40081,559,4,4.75,Education,0,Owned,Mortgage,Unemployed,1
142555,14706,496,2,8.69,Education,3,Owned,Rent,Salaried,0
115081,14837,554,4,5.66,Business,1,Mortgaged,Rent,Retired,0
56877,43599,635,2,14.44,Business,1,Rented,Mortgage,Self-Employed,0
131562,41824,801,4,8.64,Home Improvement,3,Owned,Rent,Unemployed,0
35313,38073,554,3,2.61,Education,4,Rented,Own,Unemployed,1
100885,37088,813,0,3.66,Education,3,Owned,Own,Salaried,1
92715,33112,541,0,6.05,Education,1,Rented,Own,Retired,0
30326,31299,448,3,3.65,Business,0,Rented,Own,Retired,0
130091,39457,598,0,13.67,Medical,3,Mortgaged,Rent,Salaried,1
145836,35063,752,2,13.18,Education,2,Rented,Rent,Self-Employed,0
21560,8917,692,3,14.64,Personal,0,Owned,Mortgage,Retired,0
99148,7936,511,2,11.33,Home Improvement,4,Mortgaged,Own,Unemployed,1
103186,41630,837,3,10.57,Business,0,Owned,Own,Salaried,0
46745,19506,430,2,14.04,Medical,4,Mortgaged,Rent,Unemployed,0
51890,33805,628,2,14.33,Personal,0,Mortgaged,Own,Self-Employed,0
40022,19318,555,0,13.47,Education,1,Rented,Rent,Self-Employed,0
143629,31026,778,3,13.27,Business,4,Rented,Rent,Retired,0
72579,32672,362,4,10.9,Education,4,Owned,Own,Unemployed,0
90316,43417,610,0,2.52,Home Improvement,3,Owned,Mortgage,Self-Employed,0
103847,32281,706,2,7.87,Business,0,Rented,Rent,Salaried,0
48380,33091,404,2,10.45,Personal,4,Owned,Rent,Self-Employed,1
130198,43328,314,4,9.34,Medical,4,Owned,Own,Self-Employed,1
22356,23610,558,4,12.76,Medical,0,Rented,Rent,Retired,0
90326,6079,711,2,12.74,Home Improvement,0,Mortgaged,Mortgage,Salaried,0
112447,34850,558,4,9.98,Medical,2,Rented,Own,Self-Employed,0
134994,25590,559,1,2.77,Medical,3,Owned,Rent,Unemployed,0
109899,35951,344,0,7.12,Home Improvement,4,Mortgaged,Own,Salaried,1
40049,20327,630,3,5.36,Personal,0,Rented,Mortgage,Salaried,0
95717,17755,464,4,6.73,Business,4,Mortgaged,Own,Unemployed,0
125361,12235,492,4,10.22,Business,2,Owned,Mortgage,Unemployed,0
36082,22197,820,1,3.33,Home Improvement,2,Mortgaged,Own,Retired,1
20661,26473,700,3,2.78,Education,4,Owned,Mortgage,Salaried,0
57412,7031,673,1,7.96,Home Improvement,3,Rented,Own,Unemployed,1
134015,46282,364,3,12.42,Home Improvement,1,Mortgaged,Own,Salaried,1
143191,46863,686,0,2.88,Home Improvement,4,Mortgaged,Rent,Salaried,0
22920,19287,794,4,13.11,Home Improvement,2,Mortgaged,Own,Salaried,0
111194,43679,714,0,7.3,Medical,3,Owned,Rent,Salaried,0
134306,49463,329,3,3.98,Medical,0,Rented,Mortgage,Salaried,0
80315,37230,565,4,9.59,Personal,3,Rented,Mortgage,Retired,0
99561,24037,627,1,14.4,Home Improvement,3,Owned,Own,Salaried,0
28946,32052,791,2,9.28,Business,4,Mortgaged,Rent,Salaried,0
114242,8340,516,1,11.08,Education,3,Owned,Rent,Retired,0
65500,45644,619,2,12.71,Medical,0,Owned,Own,Unemployed,0
124540,6141,698,1,12.49,Business,4,Rented,Rent,Unemployed,0
36309,30425,404,3,3.41,Medical,2,Owned,Own,Retired,0
75230,24281,629,0,11.76,Personal,0,Mortgaged,Own,Unemployed,1
131822,47049,346,2,14.37,Education,4,Owned,Own,Salaried,0
118656,25425,613,3,11.26,Medical,4,Owned,Rent,Unemployed,1
143782,39806,446,0,12.96,Education,1,Owned,Own,Self-Employed,0
50027,37113,761,0,8.57,Education,0,Mortgaged,Mortgage,Unemployed,0
146768,9270,785,4,6.49,Business,3,Owned,Own,Retired,0
92541,47814,709,4,10.95,Medical,0,Rented,Rent,Unemployed,0
132340,9683,326,4,8.65,Education,0,Owned,Own,Unemployed,0
134846,44884,328,2,13.69,Home Improvement,1,Owned,Own,Retired,1
79321,34809,570,2,14.68,Education,3,Rented,Mortgage,Retired,1
20956,39552,800,0,12.75,Education,1,Rented,Mortgage,Salaried,0
120375,8786,552,2,14.91,Medical,1,Rented,Rent,Retired,0
94131,26650,684,0,6.85,Home Improvement,1,Rented,Own,Self-Employed,0
67908,33706,359,3,13.7,Education,0,Rented,Own,Self-Employed,0
98339,14190,406,1,6.62,Medical,1,Rented,Mortgage,Retired,0
145659,43196,519,0,3.98,Medical,2,Mortgaged,Own,Self-Employed,0
45963,44449,740,0,10.27,Education,3,Owned,Rent,Salaried,0
121757,44661,845,3,8.19,Personal,3,Mortgaged,Mortgage,Retired,0
59443,34709,395,4,14.02,Personal,1,Mortgaged,Mortgage,Unemployed,0
119259,19892,388,4,8.65,Business,0,Rented,Rent,Salaried,0
59063,14643,530,4,14.1,Personal,4,Owned,Own,Self-Employed,0
134225,14943,574,0,3.48,Personal,4,Mortgaged,Rent,Salaried,0
136400,48240,545,0,12.88,Medical,0,Owned,Mortgage,Self-Employed,1
100818,26042,410,2,11.99,Medical,1,Owned,Mortgage,Self-Employed,1
24703,48894,533,2,11.5,Education,1,Rented,Rent,Self-Employed,0
85128,11869,577,1,6.94,Education,2,Owned,Mortgage,Salaried,1
92099,45437,776,1,12.3,Medical,4,Mortgaged,Own,Unemployed,0
45849,49306,716,2,8.54,Education,4,Mortgaged,Mortgage,Unemployed,1
51860,47833,427,0,11.44,Medical,3,Rented,Rent,Unemployed,0
51585,25918,536,3,9.4,Personal,1,Mortgaged,Rent,Unemployed,0
42015,33379,427,2,4.47,Education,0,Rented,Mortgage,Unemployed,0
97539,47939,693,0,3.31,Personal,1,Mortgaged,Rent,Self-Employed,0
63585,30274,774,2,7.08,Business,1,Mortgaged,Rent,Unemployed,0
46958,22696,694,4,14.16,Education,2,Rented,Own,Retired,0
46017,7962,410,2,9.12,Medical,0,Owned,Mortgage,Self-Employed,0
96707,18851,389,4,12.53,Medical,2,Rented,Own,Unemployed,0
144677,10296,579,0,9.7,Business,2,Owned,Rent,Salaried,0
65350,19745,632,4,14.47,Medical,2,Owned,Rent,Salaried,0
32201,10730,523,2,7.12,Personal,2,Rented,Own,Retired,1
49426,18921,400,4,3.21,Medical,1,Rented,Mortgage,Self-Employed,1
37778,37894,431,3,12.26,Business,3,Rented,Rent,Self-Employed,0
65241,10602,312,4,11.32,Home Improvement,1,Owned,Rent,Self-Employed,0
62229,22575,756,4,9.09,Home Improvement,2,Owned,Rent,Self-Employed,1
106652,24023,740,1,6.58,Personal,2,Owned,Mortgage,Unemployed,0
148267,20997,397,3,4.85,Home Improvement,3,Owned,Own,Self-Employed,0
138402,22750,419,0,8.53,Medical,4,Rented,Own,Self-Employed,0
68364,46979,592,4,10.83,Business,0,Rented,Mortgage,Salaried,1
118833,27837,300,3,9.74,Personal,2,Owned,Rent,Unemployed,0
146503,19997,549,0,7.97,Home Improvement,2,Mortgaged,Rent,Unemployed,1
149044,44439,448,3,9.25,Medical,1,Rented,Mortgage,Unemployed,0
104878,28067,694,1,3.85,Medical,2,Mortgaged,Rent,Retired,0
77056,25923,343,0,11.2,Education,2,Mortgaged,Own,Unemployed,1
47490,13876,343,0,11.68,Education,0,Mortgaged,Own,Salaried,0
147769,7887,377,4,2.64,Business,1,Owned,Rent,Salaried,0
39975,47422,525,2,5.88,Personal,4,Rented,Mortgage,Retired,0
46723,41854,461,0,3.65,Home Improvement,2,Mortgaged,Mortgage,Salaried,1
43279,41948,552,0,14.98,Home Improvement,2,Owned,Rent,Salaried,0
98301,7841,431,1,9.92,Medical,4,Rented,Rent,Unemployed,0
132214,33756,747,1,8.32,Home Improvement,3,Owned,Rent,Unemployed,0
31561,11040,773,1,8.29,Business,4,Rented,Mortgage,Salaried,1
127435,15304,408,4,14.56,Education,4,Rented,Mortgage,Unemployed,0
86061,35341,334,0,10.75,Medical,1,Owned,Mortgage,Salaried,0
108397,9758,766,1,4.61,Personal,4,Mortgaged,Rent,Self-Employed,0
69153,22010,574,1,8.1,Medical,1,Rented,Mortgage,Self-Employed,0
53142,36658,486,3,12.18,Home Improvement,4,Rented,Mortgage,Salaried,0
46916,42782,542,3,7.79,Business,2,Mortgaged,Own,Unemployed,0
84324,6375,563,1,6.37,Personal,2,Rented,Rent,Self-Employed,0
64965,38949,821,4,14.89,Medical,3,Mortgaged,Own,Self-Employed,0
145932,27092,840,2,14.2,Home Improvement,4,Rented,Mortgage,Self-Employed,0
24648,5490,386,3,14.27,Medical,0,Mortgaged,Own,Retired,0
55133,8729,834,3,4.15,Personal,4,Rented,Own,Salaried,1
70677,10974,509,0,5.43,Home Improvement,0,Rented,Rent,Self-Employed,1
116059,24680,345,0,8.03,Education,4,Rented,Own,Unemployed,1
114588,23324,766,1,12.9,Personal,1,Mortgaged,Rent,Salaried,1
119950,36334,839,0,11.71,Education,2,Rented,Own,Salaried,1
118317,26398,325,0,13.12,Education,0,Owned,Own,Self-Employed,1
90135,39650,565,2,14.01,Home Improvement,0,Owned,Mortgage,Self-Employed,1
55046,26292,474,4,12.26,Medical,4,Owned,Rent,Salaried,0
67064,40755,815,1,5.77,Medical,2,Rented,Mortgage,Unemployed,0
121459,43353,610,2,6.07,Business,3,Mortgaged,Mortgage,Retired,0
126625,8159,621,1,6.91,Personal,0,Mortgaged,Rent,Salaried,1
89350,37626,434,4,6.29,Personal,2,Rented,Rent,Salaried,0
65893,34351,354,1,5.61,Home Improvement,2,Owned,Rent,Salaried,0
121520,42298,842,0,11.91,Home Improvement,0,Mortgaged,Rent,Unemployed,1
145818,22065,830,4,2.92,Business,1,Rented,Mortgage,Retired,1
81272,26638,455,2,11.6,Business,1,Mortgaged,Own,Retired,0
112152,6073,446,2,12.79,Education,4,Owned,Own,Salaried,0
142907,23771,784,3,3.33,Business,4,Owned,Rent,Self-Employed,1
87649,40461,319,2,3.27,Medical,2,Mortgaged,Mortgage,Self-Employed,1
84674,47330,568,3,6.07,Education,0,Rented,Rent,Unemployed,0
144132,34320,632,0,5.1,Business,1,Rented,Own,Self-Employed,1
139044,9340,700,2,9.76,Medical,2,Mortgaged,Mortgage,Unemployed,0
128542,39924,605,4,10.94,Medical,1,Owned,Rent,Self-Employed,0
33760,21184,327,3,10.43,Education,0,Rented,Rent,Salaried,0
41927,45734,766,2,6.97,Education,1,Mortgaged,Rent,Unemployed,0
106475,7580,559,0,8.73,Medical,3,Mortgaged,Rent,Self-Employed,1
81367,45025,833,4,10.5,Home Improvement,4,Owned,Rent,Salaried,0
117955,33967,400,4,3.99,Education,1,Owned,Rent,Unemployed,0
32588,7159,652,0,5.37,Personal,0,Rented,Own,Unemployed,0
141750,18900,599,2,13.63,Home Improvement,0,Rented,Mortgage,Self-Employed,0
121678,16440,595,1,6.78,Personal,3,Rented,Mortgage,Self-Employed,0
124734,19678,652,2,12.51,Business,0,Owned,Own,Salaried,0
138154,17021,429,3,5.64,Education,3,Mortgaged,Mortgage,Retired,1
72233,11772,455,3,3.02,Education,2,Rented,Rent,Unemployed,0
64738,6627,373,2,8.76,Medical,1,Rented,Mortgage,Salaried,0
53397,49432,641,3,13.66,Education,0,Rented,Own,Salaried,0
102189,13219,764,1,12.74,Personal,4,Mortgaged,Own,Self-Employed,0
