Applicant_Income,Loan_Amount,Credit_Score,Debt_to_Income_Ratio,Employment_History,Previous_Defaults,Loan_Term,Interest_Rate,Loan_Purpose,Marital_Status,Number_of_Dependents,Residence_Status,Bankruptcies,Annual_Expenses,Co-Applicant_Income,Education_Level,Self_Employed,Home_Ownership,Credit_History_Length,Missed_Payments,Loan_Application_Type,Monthly_Installment,Employment_Type,State,Default
59115,21086,507,0.65,36,0,12,10.07,Home Improvement,Divorced,5,Mortgaged,3,99435,108589,Bachelor's,1,Own,28,4,Individual,1835,Retired,PA,1
53076,16795,740,0.55,41,5,60,3.61,Medical,Widowed,5,Owned,3,61186,7258,Bachelor's,0,Own,13,11,Joint,392,Retired,NY,1
85000,47871,586,0.38,33,3,72,5.45,Education,Divorced,3,Rented,1,22323,25957,Bachelor's,0,Rent,6,7,Individual,511,Retired,MI,1
53508,54744,467,0.11,41,0,36,3.83,Home Improvement,Married,2,Rented,1,44124,64893,High School,0,Rent,7,2,Individual,3678,Self-Employed,FL,0
130489,37667,364,0.63,41,5,36,8.74,Medical,Widowed,5,Rented,1,50461,42626,Bachelor's,0,Rent,2,3,Individual,3795,Unemployed,OH,0
146288,47976,693,0.17,21,3,60,14.96,Medical,Single,3,Mortgaged,2,89193,68735,Master's,0,Mortgage,23,0,Joint,4388,Salaried,MI,0
56206,47812,716,0.58,11,0,48,9.32,Home Improvement,Widowed,3,Owned,3,25292,97850,High School,0,Own,24,2,Individual,5462,Salaried,CA,1
145357,6206,458,0.28,36,3,36,2.55,Personal,Widowed,5,Mortgaged,1,99795,10255,PhD,0,Mortgage,29,9,Individual,3581,Self-Employed,NC,0
125646,27909,363,0.61,38,2,12,14.51,Home Improvement,Divorced,1,Rented,2,36082,57021,High School,0,Mortgage,25,0,Individual,1701,Retired,CA,0
122742,19869,689,0.75,4,0,72,3.56,Medical,Single,5,Rented,0,60735,98307,Master's,0,Own,26,5,Joint,2728,Salaried,OH,0
34536,14019,756,0.67,12,0,72,8.73,Home Improvement,Married,2,Rented,2,57146,69836,Bachelor's,0,Own,12,0,Joint,2168,Retired,NY,1
75742,36630,746,0.71,20,2,36,7.47,Education,Married,3,Mortgaged,1,21006,100062,Bachelor's,1,Own,26,5,Individual,4484,Self-Employed,TX,1
81472,41760,526,0.56,21,0,60,10.71,Business,Widowed,3,Owned,0,90320,100895,PhD,0,Mortgage,10,8,Individual,788,Unemployed,CA,0
130814,32593,601,0.53,44,2,36,3.05,Education,Single,4,Mortgaged,3,107126,41296,High School,0,Own,5,2,Joint,241,Retired,PA,0
101836,52242,686,0.84,10,0,72,12.59,Education,Single,5,Owned,1,28686,55284,PhD,0,Own,20,2,Joint,5063,Self-Employed,GA,0
118684,37417,797,0.43,35,4,24,12.48,Personal,Married,0,Owned,1,66408,21466,PhD,0,Own,16,8,Joint,2791,Salaried,TX,0
137801,57824,327,0.14,34,2,24,6.76,Business,Married,0,Mortgaged,3,114739,3181,Bachelor's,0,Rent,29,10,Joint,1374,Retired,IL,0
38867,52537,344,0.2,14,4,24,14.01,Personal,Divorced,3,Rented,0,42726,95080,PhD,0,Rent,27,4,Joint,5919,Retired,MI,0
145398,49050,328,0.44,33,5,24,9.46,Personal,Single,2,Mortgaged,3,109579,30455,Bachelor's,0,Own,8,5,Joint,1298,Salaried,PA,0
145747,22628,659,0.72,27,1,36,6.96,Education,Divorced,0,Owned,1,85852,74624,PhD,0,Rent,34,1,Joint,2623,Retired,IL,1
26775,54745,449,0.37,26,1,36,10.98,Business,Widowed,2,Mortgaged,0,37735,87040,PhD,0,Rent,12,3,Joint,5943,Self-Employed,IL,1
72504,26682,708,0.58,34,3,36,7.15,Medical,Married,1,Mortgaged,1,91447,52958,High School,0,Mortgage,29,0,Individual,4812,Retired,OH,1
64252,10268,835,0.31,22,3,12,2.17,Home Improvement,Divorced,5,Rented,1,106295,43696,PhD,0,Mortgage,22,6,Joint,1995,Unemployed,MI,0
58042,8763,337,0.65,3,5,24,14.91,Personal,Single,4,Mortgaged,0,49665,7294,High School,1,Own,32,0,Joint,4224,Self-Employed,GA,0
142369,13763,426,0.63,33,2,36,7.29,Personal,Married,1,Rented,0,118269,43409,PhD,1,Rent,33,2,Individual,5246,Self-Employed,GA,0
86912,42316,686,0.77,5,5,24,9.86,Home Improvement,Divorced,0,Mortgaged,0,16886,102151,Bachelor's,0,Own,20,9,Joint,2847,Salaried,GA,1
110250,40201,420,0.29,19,2,48,3.32,Medical,Divorced,5,Mortgaged,3,101856,22695,High School,1,Rent,30,7,Individual,5828,Self-Employed,PA,0
67379,22870,357,0.18,17,3,72,2.68,Business,Single,0,Mortgaged,1,38109,54039,PhD,0,Own,30,4,Joint,2529,Retired,NC,0
90897,7722,410,0.45,34,4,36,11.16,Home Improvement,Single,1,Rented,0,81724,87732,Master's,1,Own,14,0,Individual,4601,Unemployed,NC,0
109907,59425,546,0.15,11,3,72,14.43,Education,Married,5,Mortgaged,0,42796,86697,High School,1,Rent,22,9,Joint,184,Self-Employed,IL,0
85980,50241,334,0.78,23,4,24,10.85,Business,Married,0,Rented,1,60316,75333,Bachelor's,0,Own,31,2,Individual,2471,Retired,TX,1
138272,45676,420,0.77,34,5,72,5.6,Personal,Single,1,Mortgaged,2,84498,22967,High School,0,Own,25,11,Individual,1847,Self-Employed,GA,1
128844,15078,382,0.42,21,4,12,13.97,Home Improvement,Widowed,2,Owned,1,102253,25395,PhD,0,Mortgage,6,3,Individual,5856,Salaried,NC,1
105571,10966,632,0.72,37,5,12,10.29,Education,Married,1,Rented,1,52078,70632,Bachelor's,0,Mortgage,16,1,Individual,4290,Salaried,FL,0
128375,10247,427,0.65,35,1,12,2.65,Business,Widowed,4,Owned,2,14419,68696,Bachelor's,0,Own,13,4,Individual,5346,Unemployed,MI,0
157217,10725,507,0.81,9,2,60,7.93,Education,Married,4,Owned,2,27837,56550,High School,0,Own,13,9,Individual,3357,Salaried,CA,1
58070,29206,391,0.49,34,5,36,3.45,Medical,Single,1,Rented,3,102273,90835,PhD,0,Rent,33,8,Joint,1159,Retired,GA,1
115837,8669,322,0.39,24,5,48,4.84,Education,Widowed,2,Owned,0,106628,84588,PhD,0,Mortgage,14,8,Joint,4803,Unemployed,NC,0
67672,13493,845,0.24,19,4,36,13.32,Medical,Married,5,Mortgaged,2,14783,14897,PhD,0,Own,22,11,Individual,4252,Salaried,NC,0
96776,27696,372,0.55,3,1,60,8.31,Personal,Married,2,Rented,0,70952,50828,Bachelor's,0,Own,22,3,Joint,2726,Unemployed,PA,0
129850,14995,802,0.18,29,5,36,7.93,Business,Divorced,0,Mortgaged,0,17069,74236,Bachelor's,0,Rent,2,3,Joint,1435,Retired,PA,0
47702,25824,522,0.23,7,1,60,12.76,Medical,Married,5,Rented,2,37066,62536,PhD,0,Own,23,3,Individual,5790,Unemployed,FL,0
29373,37506,500,0.58,39,1,60,12.31,Personal,Married,3,Rented,0,98007,22694,Master's,0,Own,29,4,Joint,4424,Retired,IL,0
50494,38690,377,0.21,20,4,48,9.38,Education,Married,0,Rented,2,27035,65907,Master's,0,Rent,13,6,Joint,5518,Retired,GA,1
44156,29637,426,0.74,36,3,60,7.6,Education,Divorced,0,Owned,1,32539,50563,Bachelor's,0,Mortgage,18,9,Joint,1584,Retired,IL,1
124634,54721,524,0.26,21,1,36,2.53,Home Improvement,Divorced,3,Owned,2,95571,9887,Bachelor's,0,Own,4,4,Joint,3617,Salaried,OH,0
56913,50208,639,0.74,16,4,72,5.31,Personal,Widowed,5,Rented,1,24971,77581,Bachelor's,0,Own,11,5,Joint,2805,Self-Employed,NC,1
155314,38971,445,0.12,32,1,48,15.72,Home Improvement,Single,4,Rented,2,84320,81086,PhD,0,Mortgage,21,11,Individual,1403,Self-Employed,NY,1
113424,36619,652,0.62,30,4,72,12.48,Medical,Widowed,4,Rented,2,20307,94003,High School,0,Own,4,1,Joint,2837,Salaried,OH,1
148282,37058,696,0.22,5,0,60,12.75,Home Improvement,Married,0,Rented,1,100372,47229,High School,0,Own,30,10,Individual,506,Retired,TX,0
65425,28139,414,0.71,21,1,72,7.28,Personal,Single,3,Mortgaged,3,83151,34441,Master's,0,Own,27,8,Joint,727,Unemployed,MI,1
104277,58643,678,0.74,26,1,36,2.79,Education,Divorced,0,Owned,0,105047,81382,Master's,0,Own,14,1,Joint,1890,Unemployed,NC,0
94854,37977,674,0.17,37,4,36,3.23,Medical,Married,0,Owned,0,106376,57900,Master's,0,Own,21,0,Joint,4123,Self-Employed,NY,0
97139,58158,588,0.35,10,2,24,12.29,Personal,Single,5,Owned,1,41147,18832,Master's,0,Mortgage,24,1,Joint,2393,Retired,TX,0
85565,12700,568,0.77,23,3,24,6.88,Business,Divorced,4,Owned,0,93567,47716,Master's,0,Rent,14,11,Individual,4700,Retired,PA,0
80496,27739,843,0.15,0,1,24,2.47,Personal,Single,4,Owned,2,27133,25163,Bachelor's,0,Own,24,2,Individual,1485,Retired,NC,0
33111,53613,720,0.49,38,2,48,11.84,Education,Widowed,4,Mortgaged,2,35342,33623,Bachelor's,0,Own,20,9,Joint,2181,Salaried,OH,0
53898,21640,845,0.15,44,2,24,12.82,Business,Divorced,4,Rented,1,42694,6514,Master's,1,Rent,31,3,Individual,3691,Unemployed,FL,1
117248,10640,734,0.56,23,3,12,3.76,Business,Divorced,2,Owned,0,62893,55299,Master's,1,Rent,26,11,Joint,1443,Retired,FL,0
115886,49457,817,0.33,28,1,60,9.88,Medical,Widowed,0,Rented,0,43956,21101,Master's,0,Rent,33,5,Joint,5085,Salaried,TX,0
143241,46063,659,0.15,21,2,72,7.52,Home Improvement,Married,0,Owned,2,59289,54352,High School,0,Rent,17,7,Joint,1921,Salaried,NY,0
98950,20048,517,0.22,12,1,12,14.94,Business,Single,0,Owned,1,90135,51002,High School,0,Rent,1,10,Joint,3892,Self-Employed,NC,0
131241,47050,756,0.43,25,3,36,9.94,Education,Single,5,Owned,1,65964,70934,Bachelor's,1,Mortgage,34,0,Individual,1131,Retired,FL,0
70907,59506,675,0.24,11,1,48,8.62,Business,Married,5,Rented,0,60273,14511,Master's,0,Mortgage,16,8,Joint,3848,Unemployed,CA,0
55239,37631,363,0.14,32,3,36,12.19,Home Improvement,Divorced,5,Owned,1,24671,30313,Bachelor's,0,Rent,9,6,Joint,430,Retired,FL,0
86922,7903,436,0.69,4,4,24,7.85,Home Improvement,Widowed,5,Rented,0,56788,43359,PhD,0,Mortgage,2,0,Individual,4446,Unemployed,PA,0
108274,8455,664,0.74,21,5,48,4.24,Education,Divorced,2,Rented,1,75580,9418,Bachelor's,0,Rent,32,8,Individual,4148,Salaried,MI,1
130088,21547,548,0.18,32,0,72,14.1,Medical,Widowed,0,Mortgaged,2,97436,16335,Bachelor's,0,Rent,31,2,Individual,1337,Unemployed,MI,1
157248,48709,812,0.68,4,0,36,2.74,Education,Divorced,5,Rented,0,28147,68498,High School,0,Own,6,1,Joint,4023,Retired,IL,0
114272,32226,817,0.69,36,5,24,4.41,Medical,Married,0,Rented,2,80013,67262,Master's,0,Mortgage,27,5,Joint,1455,Unemployed,OH,0
39133,49884,783,0.29,30,0,12,6.98,Personal,Divorced,4,Owned,2,87613,54023,PhD,0,Rent,16,2,Individual,3208,Retired,MI,0
83522,13670,693,0.12,30,0,36,2.83,Education,Widowed,2,Owned,0,63863,34248,High School,0,Rent,21,9,Individual,5351,Salaried,OH,0
121360,23488,416,0.53,39,2,60,13.8,Home Improvement,Divorced,0,Owned,1,87210,33251,Master's,0,Rent,3,4,Individual,2565,Salaried,NC,0
143108,51950,774,0.35,35,5,12,5.36,Medical,Widowed,3,Mortgaged,1,39057,102515,High School,0,Own,30,1,Individual,1005,Self-Employed,IL,0
156270,40720,506,0.66,23,2,48,3.76,Home Improvement,Single,3,Mortgaged,0,21497,13964,High School,0,Own,14,1,Joint,4574,Unemployed,IL,0
27969,37225,711,0.1,2,3,72,3.96,Business,Divorced,0,Owned,0,41130,16900,High School,1,Mortgage,17,4,Joint,5890,Self-Employed,IL,0
72419,30727,682,0.14,12,2,60,5.11,Medical,Married,0,Rented,1,100701,4955,PhD,1,Mortgage,11,6,Individual,4575,Self-Employed,MI,0
106411,20638,445,0.42,17,2,48,7.06,Medical,Widowed,3,Mortgaged,3,66630,51775,High School,1,Rent,1,2,Joint,1085,Self-Employed,NY,0
143296,51218,603,0.43,6,5,12,10.8,Business,Divorced,2,Mortgaged,3,114130,80665,High School,1,Rent,27,4,Joint,892,Self-Employed,MI,0
131534,16218,345,0.77,24,3,12,6.48,Education,Divorced,5,Rented,0,80927,87611,High School,0,Rent,30,7,Individual,3443,Retired,FL,1
38277,47930,366,0.12,22,2,36,8.83,Medical,Single,3,Owned,3,60316,56783,High School,0,Own,2,0,Joint,1446,Self-Employed,TX,0
111633,58224,307,0.62,2,1,48,14.31,Home Improvement,Married,1,Owned,3,92479,35696,Master's,0,Own,13,3,Individual,2344,Unemployed,MI,0
82173,56646,648,0.78,32,5,48,7.37,Home Improvement,Widowed,3,Mortgaged,2,101363,9641,Bachelor's,0,Rent,9,9,Joint,699,Retired,GA,0
57101,59324,365,0.24,41,2,48,6.74,Medical,Widowed,4,Rented,1,58574,59891,High School,1,Rent,23,11,Joint,4911,Unemployed,CA,1
158557,14376,644,0.36,13,2,36,9.23,Personal,Single,5,Rented,1,38610,3133,PhD,1,Mortgage,15,2,Individual,905,Salaried,PA,1
121269,28575,514,0.6,12,1,72,5.91,Business,Married,1,Mortgaged,3,63358,95443,High School,0,Own,34,0,Joint,434,Self-Employed,CA,0
109890,43252,591,0.44,1,1,60,5.65,Medical,Single,0,Owned,1,115368,75774,Bachelor's,0,Mortgage,28,7,Joint,5336,Retired,IL,0
142814,19926,631,0.34,17,4,60,4.13,Medical,Widowed,0,Mortgaged,2,119009,52952,PhD,0,Mortgage,16,8,Individual,5526,Salaried,OH,0
62774,54594,829,0.7,22,5,60,15.89,Business,Married,0,Rented,3,39603,26916,Bachelor's,0,Mortgage,12,2,Individual,5721,Salaried,FL,0
102746,16052,822,0.5,13,0,72,10.94,Business,Widowed,2,Mortgaged,0,39066,67474,High School,0,Mortgage,33,5,Joint,1068,Unemployed,FL,0
98943,33497,784,0.11,20,4,12,10.1,Home Improvement,Single,2,Owned,3,104296,26104,Master's,0,Mortgage,25,11,Individual,1460,Salaried,MI,1
134543,32669,615,0.17,5,3,60,2.72,Home Improvement,Widowed,0,Rented,1,24858,13028,Master's,0,Mortgage,24,9,Joint,2460,Unemployed,NY,1
93266,24929,829,0.43,1,0,48,3.03,Medical,Single,1,Owned,0,112740,82031,Master's,1,Rent,12,1,Joint,2971,Salaried,TX,0
146183,42888,379,0.47,33,5,36,10.4,Medical,Widowed,4,Owned,2,36606,108984,High School,0,Mortgage,18,9,Individual,3034,Retired,GA,0
105964,37972,815,0.68,3,4,24,9.55,Education,Widowed,0,Mortgaged,1,75214,13279,Bachelor's,0,Rent,34,8,Individual,2350,Unemployed,NY,0
129071,39763,393,0.74,21,0,24,5.92,Medical,Widowed,3,Mortgaged,2,117851,108317,PhD,0,Rent,3,4,Joint,2892,Retired,CA,0
48884,45082,446,0.64,10,0,12,3.86,Medical,Married,2,Mortgaged,2,27237,3055,Master's,0,Own,22,3,Joint,5429,Salaried,OH,0
33243,30652,591,0.66,40,5,72,15.09,Business,Widowed,3,Mortgaged,3,111934,91022,High School,0,Rent,13,7,Individual,620,Unemployed,NC,1
63841,21648,370,0.62,37,3,72,10.59,Medical,Single,4,Rented,0,75972,62083,PhD,0,Rent,32,0,Individual,3560,Salaried,GA,0
149998,22814,516,0.71,43,2,60,7.35,Medical,Single,3,Owned,0,24192,103218,PhD,0,Own,11,10,Individual,212,Unemployed,CA,0
134066,57012,703,0.83,42,5,36,10.31,Personal,Widowed,4,Rented,1,78456,12569,High School,0,Own,22,7,Individual,3900,Retired,OH,0
101984,48693,613,0.62,9,4,36,14.39,Medical,Single,1,Rented,3,51851,57800,High School,0,Own,23,7,Individual,1013,Unemployed,OH,0
42491,31902,818,0.79,39,4,12,7.7,Education,Widowed,2,Rented,1,16770,97756,PhD,0,Own,8,1,Joint,5697,Self-Employed,IL,0
102202,9648,444,0.27,10,5,48,5.25,Home Improvement,Married,2,Owned,1,61758,36991,PhD,0,Own,1,10,Individual,3139,Salaried,IL,0
149515,41655,641,0.5,31,0,24,11.77,Personal,Widowed,3,Mortgaged,1,27494,1632,Bachelor's,0,Mortgage,7,2,Joint,3170,Retired,FL,0
30012,25042,749,0.21,44,3,36,7.16,Home Improvement,Married,3,Rented,0,30049,79721,PhD,0,Mortgage,25,7,Individual,5743,Salaried,PA,0
84779,44135,328,0.78,26,1,12,12.96,Education,Married,3,Mortgaged,0,116000,82089,Master's,0,Mortgage,18,10,Individual,4396,Salaried,NY,0
135784,37927,588,0.5,23,4,60,9.11,Business,Divorced,1,Mortgaged,3,97517,65169,Master's,0,Rent,34,6,Individual,4464,Retired,NC,0
74679,24147,548,0.67,10,3,72,14.2,Personal,Married,1,Owned,2,96313,58557,PhD,0,Own,4,8,Individual,4744,Retired,TX,0
25986,39595,554,0.58,5,4,72,9.32,Personal,Married,3,Mortgaged,1,58708,49252,High School,1,Own,18,0,Individual,1166,Retired,GA,1
97190,10893,336,0.23,38,2,48,3.43,Home Improvement,Single,0,Rented,3,64950,9096,Bachelor's,0,Own,22,11,Joint,209,Retired,PA,1
35123,54900,553,0.19,3,0,12,2.33,Business,Single,3,Mortgaged,0,98447,7416,Bachelor's,0,Rent,14,11,Joint,2698,Salaried,OH,0
114056,13309,683,0.83,39,1,48,13.84,Medical,Widowed,3,Rented,2,81348,20395,PhD,0,Rent,20,11,Individual,2152,Self-Employed,MI,0
110813,49819,524,0.55,33,3,60,2.67,Home Improvement,Divorced,0,Mortgaged,1,63842,61923,Bachelor's,0,Rent,18,2,Individual,3139,Self-Employed,MI,0
55262,30587,355,0.1,3,4,72,4.97,Home Improvement,Widowed,2,Rented,3,90463,105911,High School,0,Rent,1,0,Joint,1630,Retired,NY,0
70799,53953,462,0.34,15,4,36,13.27,Personal,Divorced,3,Rented,3,52892,15258,High School,0,Mortgage,34,2,Joint,4025,Unemployed,FL,0
153427,16708,355,0.78,35,4,48,12.11,Business,Divorced,5,Owned,3,72621,98034,PhD,1,Mortgage,11,9,Joint,3871,Self-Employed,NY,0
56226,53581,620,0.62,26,2,12,14.34,Home Improvement,Widowed,5,Mortgaged,2,95444,37347,Master's,0,Mortgage,18,11,Individual,5929,Unemployed,TX,0
81400,22645,837,0.79,25,1,36,8.76,Personal,Married,2,Rented,1,42497,57860,High School,1,Mortgage,28,8,Joint,1839,Self-Employed,OH,0
108674,11891,310,0.65,23,2,48,7.74,Medical,Married,3,Mortgaged,0,37405,23282,PhD,1,Rent,16,5,Individual,4570,Salaried,GA,0
68602,52372,484,0.65,28,0,60,11.95,Personal,Married,4,Owned,1,25615,109811,Master's,0,Mortgage,7,3,Individual,3868,Retired,OH,0
159991,45016,407,0.62,18,4,12,15.54,Business,Single,2,Owned,1,28821,43169,Bachelor's,0,Own,16,6,Individual,3229,Unemployed,PA,0
121842,54836,703,0.24,12,5,24,10.93,Education,Divorced,2,Owned,3,13602,1259,Master's,0,Mortgage,23,4,Individual,845,Self-Employed,OH,0
158047,45270,825,0.55,36,1,48,9.26,Home Improvement,Divorced,2,Owned,3,99212,5898,Bachelor's,0,Own,27,9,Joint,3890,Unemployed,PA,0
76759,9152,763,0.59,1,3,72,12.42,Education,Divorced,1,Owned,2,106649,39413,High School,0,Own,24,2,Joint,1760,Salaried,MI,0
131006,41126,514,0.51,9,0,72,5.44,Home Improvement,Divorced,0,Owned,0,111096,4688,PhD,0,Rent,5,4,Individual,4289,Retired,IL,0
156261,30576,725,0.75,6,5,48,10.05,Medical,Single,3,Rented,1,62565,5941,PhD,0,Rent,20,8,Individual,4496,Self-Employed,MI,0
97385,52337,466,0.32,19,1,24,4.79,Business,Widowed,4,Mortgaged,0,94026,78004,Bachelor's,1,Own,27,3,Individual,5460,Self-Employed,OH,1
115818,43440,825,0.5,39,0,24,12.97,Education,Single,4,Mortgaged,0,12065,6998,PhD,0,Rent,28,2,Individual,4237,Salaried,NC,0
60357,50599,768,0.35,22,0,36,15.3,Medical,Married,0,Mortgaged,1,81810,85206,High School,1,Rent,1,3,Individual,5433,Salaried,MI,0
82301,25641,668,0.39,38,0,72,15.68,Business,Widowed,1,Rented,3,13252,68871,Bachelor's,0,Own,14,11,Joint,3202,Retired,MI,0
136503,42265,658,0.53,16,4,48,12.89,Home Improvement,Divorced,0,Rented,2,39741,7100,PhD,0,Rent,5,1,Individual,3959,Self-Employed,TX,0
54791,6694,755,0.3,4,5,48,14.8,Medical,Married,4,Rented,3,70711,61140,Bachelor's,0,Own,15,1,Individual,5902,Salaried,MI,0
127771,7967,406,0.73,26,3,60,5.95,Home Improvement,Widowed,4,Owned,1,37287,4224,Bachelor's,0,Mortgage,16,11,Joint,3002,Self-Employed,CA,0
47315,27674,351,0.32,21,3,12,3.36,Home Improvement,Married,3,Owned,0,44307,56667,Bachelor's,0,Mortgage,13,2,Individual,5170,Salaried,GA,0
42739,36284,338,0.81,8,3,60,11.72,Medical,Widowed,4,Mortgaged,1,82876,54225,Bachelor's,1,Mortgage,9,1,Individual,4849,Retired,NY,0
65564,13516,833,0.49,17,5,36,15.53,Medical,Widowed,1,Mortgaged,3,57613,94079,Master's,0,Own,20,11,Joint,3879,Self-Employed,GA,0
157599,24955,603,0.84,25,2,48,6.37,Business,Single,4,Rented,2,30107,55398,Master's,0,Own,30,1,Joint,2527,Self-Employed,MI,0
29385,14883,709,0.68,39,0,24,12.95,Medical,Single,3,Rented,1,76655,83047,Master's,0,Mortgage,22,2,Individual,620,Self-Employed,GA,0
115676,17647,447,0.77,41,2,60,7.01,Medical,Widowed,4,Mortgaged,1,47888,12752,Master's,0,Rent,26,11,Joint,2330,Unemployed,TX,0
121920,23887,557,0.4,34,2,24,4.38,Business,Single,3,Rented,3,54746,89866,Master's,1,Own,23,5,Joint,5058,Unemployed,OH,1
38507,6263,839,0.43,17,2,12,6.98,Medical,Married,3,Owned,1,44714,1341,Master's,0,Mortgage,3,2,Joint,1453,Self-Employed,IL,0
79356,32103,435,0.73,27,1,72,12.64,Business,Divorced,3,Mortgaged,3,75740,20932,PhD,0,Rent,27,5,Joint,2762,Salaried,TX,0
64606,20035,413,0.72,28,3,60,7.54,Medical,Single,3,Owned,3,89623,95631,Master's,0,Rent,11,4,Individual,782,Self-Employed,NC,0
68903,43213,470,0.2,25,4,12,8.96,Home Improvement,Married,3,Owned,3,85343,99383,Bachelor's,1,Own,15,10,Individual,2134,Retired,NC,1
65166,36892,673,0.13,26,3,72,8.9,Business,Single,0,Owned,1,58660,28283,High School,0,Rent,18,3,Joint,2751,Self-Employed,GA,1
94166,17146,368,0.56,35,2,72,10.93,Personal,Married,1,Mortgaged,0,48864,70868,High School,0,Own,16,10,Individual,686,Unemployed,MI,0
151239,38798,593,0.59,10,2,36,14.5,Business,Single,2,Mortgaged,3,43457,44717,High School,1,Mortgage,12,6,Joint,3649,Self-Employed,TX,1
54161,34095,597,0.41,10,1,72,9.97,Business,Married,3,Mortgaged,2,75288,7145,Master's,0,Own,26,8,Joint,5706,Self-Employed,PA,0
33000,21207,747,0.28,13,4,36,9.34,Education,Married,0,Owned,1,48377,49446,Bachelor's,1,Own,1,2,Individual,4570,Salaried,TX,1
88082,55619,817,0.5,43,3,36,3.44,Business,Married,2,Rented,2,56896,78918,PhD,0,Rent,18,2,Joint,5860,Self-Employed,OH,0
29286,29516,781,0.13,23,3,12,3.57,Medical,Single,1,Owned,0,84056,93622,Bachelor's,0,Mortgage,9,11,Individual,2197,Self-Employed,CA,0
120331,10977,310,0.25,38,5,12,8.48,Home Improvement,Single,5,Owned,1,43956,68178,Bachelor's,0,Mortgage,13,1,Joint,2121,Unemployed,TX,0
95857,49046,411,0.72,4,1,48,13.89,Home Improvement,Married,2,Owned,2,23007,46221,Bachelor's,0,Rent,27,7,Joint,2884,Self-Employed,IL,0
128800,42587,546,0.5,22,2,12,4.37,Home Improvement,Widowed,0,Owned,3,44789,90245,PhD,0,Rent,26,7,Individual,2275,Retired,MI,0
91689,45891,490,0.53,3,1,60,10.61,Home Improvement,Single,3,Owned,2,99450,91165,PhD,0,Mortgage,29,0,Joint,5971,Salaried,NY,0
148928,47899,644,0.15,8,1,48,15.82,Home Improvement,Single,1,Owned,2,47249,89499,Bachelor's,0,Own,18,11,Joint,1242,Retired,MI,1
47939,40020,584,0.17,17,2,12,15.5,Personal,Single,5,Owned,0,110772,34503,Bachelor's,0,Mortgage,21,4,Individual,4057,Unemployed,NY,1
35982,49987,623,0.18,32,1,60,4.23,Home Improvement,Divorced,3,Mortgaged,0,61350,94576,Master's,0,Mortgage,14,7,Joint,475,Retired,MI,0
106228,31755,671,0.42,13,5,72,3.93,Medical,Widowed,1,Mortgaged,1,23045,103666,PhD,1,Rent,10,3,Individual,1120,Salaried,IL,0
159401,38282,393,0.66,10,0,48,6.47,Medical,Divorced,4,Mortgaged,2,117261,52387,Master's,0,Rent,16,3,Individual,1786,Salaried,MI,1
54039,59936,328,0.66,33,3,24,2.58,Business,Widowed,3,Owned,2,81404,2658,PhD,0,Own,23,7,Individual,2790,Unemployed,TX,0
96942,55125,536,0.52,20,4,72,5.36,Home Improvement,Single,2,Owned,1,98082,29402,High School,0,Rent,11,7,Joint,4803,Retired,CA,0
158330,47161,520,0.36,16,0,36,7.58,Personal,Widowed,4,Mortgaged,2,32030,14131,Master's,0,Mortgage,34,9,Individual,2451,Self-Employed,CA,1
151801,31211,814,0.81,40,4,24,13.67,Home Improvement,Married,0,Owned,2,31134,21350,High School,0,Own,32,4,Individual,155,Unemployed,MI,0
44109,58743,528,0.41,16,4,72,13.38,Personal,Single,4,Mortgaged,0,76629,27058,PhD,0,Mortgage,7,0,Joint,4207,Salaried,CA,0
153145,57353,736,0.64,28,2,24,6.04,Business,Married,2,Owned,3,32009,66662,Master's,0,Mortgage,34,11,Joint,3704,Self-Employed,OH,0
82490,49634,316,0.38,0,0,72,9.2,Business,Married,4,Mortgaged,0,19081,98560,Bachelor's,0,Own,7,0,Joint,4517,Self-Employed,NY,0
42274,6229,682,0.35,30,4,24,12.04,Medical,Divorced,0,Mortgaged,2,109363,68542,PhD,0,Rent,22,4,Individual,4665,Salaried,PA,0
32584,35190,759,0.78,40,5,72,13.8,Business,Single,2,Mortgaged,2,94808,8338,Master's,1,Own,11,7,Joint,2224,Unemployed,CA,0
70895,25273,662,0.59,23,0,36,4.47,Medical,Widowed,1,Owned,1,94583,4817,Master's,0,Rent,32,9,Joint,4002,Unemployed,IL,0
159644,55188,325,0.24,8,5,48,8.25,Personal,Divorced,1,Rented,1,66664,89596,High School,0,Rent,13,2,Joint,5156,Salaried,PA,1
72516,32832,562,0.78,36,2,12,8.96,Education,Married,4,Owned,2,34944,9200,Bachelor's,0,Rent,3,3,Individual,1473,Retired,TX,1
37567,26332,359,0.28,21,1,12,2.61,Business,Divorced,4,Mortgaged,3,49438,2166,High School,0,Own,8,4,Individual,1130,Salaried,GA,1
72834,10987,311,0.6,21,5,24,12.58,Medical,Divorced,1,Mortgaged,1,60484,49624,PhD,1,Own,23,1,Joint,4394,Unemployed,MI,0
120714,59783,340,0.58,43,0,48,9.22,Personal,Married,2,Mortgaged,2,62794,82939,PhD,0,Mortgage,20,4,Individual,942,Unemployed,NY,0
53125,46502,674,0.49,12,4,60,3.19,Home Improvement,Married,4,Rented,2,59305,26042,Bachelor's,0,Own,30,7,Joint,2139,Unemployed,PA,0
63710,37132,322,0.2,23,2,36,13.41,Home Improvement,Divorced,4,Rented,2,54487,81858,Bachelor's,0,Own,32,10,Individual,5090,Retired,OH,1
